target,1rank,2rank,3rank,4rank,5rank,6rank,7rank,8rank,9rank
103,103,1429,201,1817,1700,68,1885,2112,425
1536,1536,906,611,2301,1073,707,95,1695,1337
369,369,610,2331,10,49,613,1189,467,1958
2370,2370,1589,1095,523,1092,1592,619,2548,1462
366,366,566,2540,1721,1596,787,250,1464,281
1370,1370,833,1009,1954,1580,1269,1298,1377,2316
1548,2180,1548,867,755,1055,2357,2625,1816,1431
357,357,1920,2546,796,2413,1375,1113,65,2009
1682,1682,587,2071,2289,973,699,2038,1873,679
197,197,1778,1147,597,2163,1283,2409,1550,1251
931,931,1445,2386,142,1274,121,1943,878,1174
166,166,749,2071,1410,1732,1899,229,1822,1188
2469,2469,2193,2500,857,2301,95,2386,1955,261
104,2645,104,645,549,470,836,421,775,612
102,102,1319,1681,684,2044,186,723,1279,888
1943,1943,548,653,1780,1255,434,2067,787,1382
635,635,1081,1225,1705,781,2692,876,2372,944
2444,2444,885,2023,2332,2368,2613,2276,132,592
59,59,325,2441,282,48,290,2470,1163,2670
410,410,157,1315,2559,2010,1958,1582,634,2518
895,895,811,904,726,2302,2061,297,2348,336
1265,946,1265,2394,1764,2404,991,2367,1491,1940
2132,2132,2686,1569,1805,1112,1134,775,1867,724
928,1033,785,928,1443,679,263,1072,699,1873
929,238,1998,1289,1696,2592,2674,717,581,1903
1141,1141,1927,2413,1207,185,1113,2056,1375,2106
1890,1890,2409,1283,1812,2510,1601,1550,2381,701
580,580,401,2729,706,123,1718,1279,537,2545
678,678,2229,2672,2035,1312,2246,2102,43,572
2414,2414,2208,2460,656,15,1613,2619,1198,585
1273,1273,1551,2169,1667,525,1838,309,2118,1851
2657,2657,1059,1016,2113,632,2475,818,2468,1558
421,421,1423,2624,1649,1251,476,104,645,2645
2239,2239,1206,207,1622,2252,2655,790,2304,2126
2331,2331,2010,1881,653,369,1566,1612,2391,467
2109,2109,340,2712,1218,1901,2196,2568,559,2248
1830,994,417,2347,1830,558,450,1121,153,25
1343,1343,81,1544,445,2438,2707,655,2258,2074
1283,2409,1283,316,497,640,1890,2658,108,2344
455,455,2723,551,2112,945,1576,572,1700,2306
1476,1138,1056,1476,493,2033,158,647,1725,1842
1478,1478,202,2657,1059,2495,2110,2366,724,2442
1477,1477,658,1962,2260,1378,2244,1508,719,836
1475,1475,1929,930,1609,295,2392,1698,2686,98
1473,1473,2242,2190,2366,2110,2089,1387,2614,312
1474,1474,45,1866,702,530,2506,2612,1018,1876
2113,2113,1618,1060,2657,2601,1059,2084,2163,1393
2470,2470,976,472,59,409,698,143,1104,1392
2164,2164,1551,12,903,525,588,926,2598,2259
1563,512,1563,2172,1417,402,2089,2564,2471,1649
1564,163,1010,1321,2411,2493,571,408,1330,2375
1565,1565,2165,411,2598,2654,1532,1355,1196,1028
1566,1566,621,446,301,634,2713,1881,1877,2117
1567,1567,155,2728,2569,800,20,1284,2492,1012
2165,1565,2165,411,2598,2654,1532,1355,1196,1028
1568,1568,2122,1736,770,1001,1103,1225,634,301
825,825,1596,1571,603,2540,140,255,1215,1458
1357,1357,1054,2636,534,1306,1641,1488,1120,823
619,1592,2548,619,1507,1193,1692,1092,2597,2296
1581,254,1693,978,1581,1588,2732,1960,963,2158
228,228,1265,1376,1967,946,1503,3,1234,2400
1324,1324,1118,429,2093,301,220,2547,2137,818
1323,1323,399,1469,2302,1936,1417,734,151,2556
2243,1285,2243,2626,1177,240,1680,764,624,1435
2324,3,2324,519,1040,2400,2049,1332,63,164
661,661,1888,292,56,2162,2289,1267,2060,1710
844,844,1087,2137,1129,1063,206,2509,1487,1967
2231,2231,781,363,815,1359,1773,758,108,1543
2325,2325,2448,910,2406,1686,1745,1266,584,1304
2323,2323,135,2665,1369,1329,2656,2335,1309,1707
2430,943,1413,2321,2430,827,1570,1162,2679,624
1821,298,1821,2703,1328,165,1205,350,1981,101
1872,1872,195,1305,2050,297,1080,1703,1270,2731
813,813,1882,22,2701,258,219,1174,2054,725
2711,2711,1237,2659,2375,724,1368,945,2442,479
1115,1115,1839,1094,1090,2638,560,2005,2577,383
397,397,2625,106,1314,1055,1356,2357,1706,1200
640,640,2409,1283,2137,2212,2277,1870,497,316
61,531,859,61,2281,2495,974,2242,315,2223
151,734,151,2302,2375,1469,1630,2610,1417,2058
2372,876,2372,1026,1388,1116,1777,632,1016,2058
2579,2579,7,1630,912,2319,1485,159,579,1222
1751,1751,1847,1278,1776,1706,2350,903,2118,256
802,802,1040,2400,519,3,1798,2130,629,524
1449,1449,1457,2119,1968,1604,2021,1724,1348,2238
1923,1654,507,1923,2131,1991,1789,1876,2181,168
155,1567,155,2728,2569,800,20,1284,2492,1012
1145,1268,1859,2174,1689,1145,962,584,2244,1389
2387,2387,113,2286,1305,518,2129,2220,840,2192
2728,1567,155,2728,2569,800,20,1284,2492,1012
2097,2097,2093,2547,2163,1498,447,2212,2277,829
2099,2099,998,1671,2442,1533,1368,275,2511,1768
2098,163,1010,1321,2411,2493,571,408,1330,2375
2100,2100,2410,1038,368,420,1775,2508,840,2286
2644,2644,689,2679,1205,2569,1373,1085,977,643
1617,1617,2532,672,1401,249,1441,737,174,2551
2189,1444,2189,434,1780,2067,1803,1255,1841,2698
1759,1759,1746,2487,2609,276,1069,1014,1634,2497
141,141,2612,774,1474,1228,45,2602,460,1229
352,352,1641,975,2732,2158,854,144,1166,1776
525,525,1551,547,2015,247,237,54,403,1980
1952,1952,1360,2576,1406,1461,2556,1761,2015,1550
496,504,1468,496,2492,2315,1560,939,1253,780
2138,2138,1160,809,982,938,612,1997,1867,1557
2139,2139,335,1643,1853,2263,2066,404,479,775
1355,1355,1299,109,1196,403,335,2053,645,1756
1569,1569,2006,190,392,1016,632,1716,1176,777
774,774,12,2612,1187,141,2040,2427,247,669
2220,2129,2220,474,1704,727,1056,1900,1138,2586
988,1028,988,1446,1213,1948,1532,658,1909,570
376,376,1335,267,1966,1500,1715,2289,2141,2656
1018,2629,530,1690,2506,702,136,1018,302,1876
1675,1675,2408,378,24,2259,2654,1950,1763,1452
130,967,981,75,130,88,753,2336,2718,2291
2424,1262,2424,2497,2552,925,44,2230,137,39
769,1342,2207,489,1480,1648,2529,550,1427,1733
225,313,1635,2524,703,1301,1433,394,2676,225
1365,1750,257,638,1828,2,47,1233,583,846
411,1565,2165,411,2598,2654,1532,1355,1196,1028
880,880,656,233,2460,2208,1091,836,2699,718
670,163,1010,1321,2411,2493,571,408,1330,2375
719,836,2699,1930,1091,719,880,849,312,2089
1267,1267,84,674,425,2620,294,2432,1742,2544
1015,1015,2500,1905,815,2231,131,2680,1543,2279
328,328,1932,2476,1555,2133,2680,216,1845,395
1780,1255,1780,434,2716,1943,548,2189,1005,2677
978,254,1693,978,1581,1588,2732,1960,963,2158
1721,1721,731,2473,366,2521,714,1274,521,548
2260,2260,778,2649,1477,1894,91,1859,584,2174
2259,24,2654,2259,570,995,1909,2408,403,1228
1181,1181,1664,739,30,383,2349,560,2420,281
1383,1383,329,1836,549,2645,673,104,645,265
2033,1842,2033,1725,65,2495,275,2442,341,297
2556,2556,555,1936,2576,1047,399,2240,1251,1970
232,232,173,716,287,1741,2273,829,310,2197
555,2556,555,1936,2576,1047,399,2240,1251,1970
746,746,1557,2169,1667,2428,1415,2435,1177,764
1217,1518,1217,1367,1785,1391,2685,1977,748,509
1216,2517,1216,223,122,1653,2280,99,1849,498
1215,1215,194,1861,2210,480,875,2700,2540,2265
1214,1214,949,1770,626,2115,483,1347,1247,1047
911,911,2446,794,2641,1308,1050,1871,1968,2233
1213,1028,988,1446,1213,1948,1532,658,1909,570
1634,1634,1014,920,2450,1241,21,1628,1403,2487
14,2687,1975,200,2589,14,673,669,972,776
1696,238,1998,1289,1696,2592,2674,717,581,1903
2367,1491,2394,2367,2404,1063,206,2730,1302,1265
519,3,2324,519,1040,2400,2049,1332,63,164
1180,1180,506,640,1183,2606,262,554,2409,2137
1828,1750,257,638,1828,2,47,1233,583,846
154,154,1768,1112,1805,1561,1134,1951,989,1922
1546,1627,1546,2419,2710,1130,1858,1920,432,1597
63,164,78,63,1942,2049,212,1376,1963,58
1666,1666,1838,1471,309,1964,1980,993,2659,419
2379,2379,2042,2282,1571,1856,607,1062,1422,2397
1224,1224,2689,2507,2215,400,1304,510,1790,824
763,763,1204,1033,928,785,132,604,2368,1528
2244,2244,1378,1508,1948,1213,1532,1730,2660,2013
495,1023,495,1133,280,332,2339,1784,1448,676
1233,1750,257,638,1828,2,47,1233,583,846
1414,1414,84,674,1466,1267,572,2620,575,294
83,83,1300,1644,1737,751,1542,698,1392,231
1468,504,1468,496,2492,2315,1560,939,1253,780
727,474,727,1900,368,1050,2659,1038,1643,2355
2548,1592,2548,619,1507,1193,1692,1092,2597,2296
1790,1790,1941,361,1304,843,1224,28,2083,2507
1003,1003,231,2065,2351,145,2293,427,547,435
1261,1261,1500,2482,2498,2025,205,664,2080,1188
2263,2263,775,404,984,2639,2501,2412,879,1423
819,2407,1167,819,959,859,160,61,531,1993
2511,2511,2637,1990,573,998,2099,1308,1050,2355
346,346,187,732,386,52,1441,640,1183,2571
2095,2095,1063,206,2232,643,2642,704,2404,2493
442,442,1573,115,1143,2092,2202,1171,342,420
692,1049,692,1719,1401,397,1156,2125,2178,1670
990,990,152,2429,633,121,2028,1843,695,146
1016,1016,632,2692,876,2372,1698,213,1809,2657
1313,1313,2696,31,85,2623,2721,1996,1906,1809
2432,2432,1267,713,2294,1907,545,87,392,979
510,510,2689,2507,1224,1146,2697,1600,750,2519
462,163,1010,1321,2411,2493,571,408,1330,2375
1906,1906,1313,2611,1755,755,654,1777,2006,907
1905,1905,2500,815,259,1015,1191,310,1951,1755
2700,2700,480,875,1215,1062,2307,194,721,1979
2436,2436,305,745,1497,1423,1983,197,244,2159
294,294,575,2423,1934,84,674,1060,1618,1267
1764,1764,184,1498,2277,2212,1265,946,329,1324
450,994,417,2347,1830,558,450,1121,153,25
2156,2156,1719,2382,1408,2105,1293,262,16,1347
842,842,2494,212,524,1715,2071,752,2049,2498
2273,2273,2513,829,961,2087,512,1563,2172,597
2272,2272,1602,1486,126,2350,2118,2305,2640,339
1899,1899,749,1732,229,885,166,170,1185,807
1728,1728,1210,107,2267,1561,459,1795,817,1242
517,517,2599,1481,2701,2490,2374,2698,1111,2474
1255,1255,1780,434,2716,1943,548,2189,1005,2677
1395,1395,2361,2596,1380,2648,667,354,2520,1120
2639,2639,407,2501,1569,540,984,2060,404,775
267,267,2141,2289,1527,464,1603,1640,1732,1594
1206,1206,2239,1231,354,1622,399,445,1852,815
1448,1448,676,1023,495,109,153,1288,1299,1121
642,642,1549,1499,2309,1402,2485,331,2310,2376
434,1255,1780,434,2716,1943,548,2189,1005,2677
2353,2353,908,501,1743,947,1327,1460,2065,992
2712,2712,1293,340,2093,2547,447,1418,2320,2502
196,196,1511,714,2557,521,2135,875,210,731
2056,2056,33,1138,1056,1509,1476,1333,1668,2262
2227,163,1010,1321,2411,2493,571,408,1330,2375
2068,2068,2421,1447,1083,1116,81,1222,2707,1753
1874,1750,257,638,1828,2,47,1233,583,846
705,705,2627,823,2731,822,2525,1357,1484,2309
106,1200,2357,2625,106,1055,913,31,85,1720
1354,1354,2573,952,2341,2016,956,234,2284,2171
1794,163,1010,1321,2411,2493,571,408,1330,2375
1183,1183,2137,554,497,1870,1892,316,1324,244
1927,1141,1927,2413,1207,185,1113,2056,1375,2106
1926,2684,1926,1977,1785,308,2178,2158,274,441
1925,1367,1391,1925,1264,2402,2218,318,1146,2390
602,602,1645,1766,39,2230,349,137,2247,641
1689,1268,1859,2174,1689,1145,962,584,2244,1389
1688,1688,1792,1730,2710,1277,1508,796,2244,1378
1690,2629,530,1690,2506,702,136,1018,302,1876
1687,163,1010,1321,2411,2493,571,408,1330,2375
234,1354,2573,952,2341,2016,956,234,2284,2171
1212,1212,297,1604,822,731,121,1455,218,839
400,2215,400,1089,1025,2070,60,1982,329,2514
2225,2225,1531,252,2421,681,1447,222,432,16
402,402,316,829,363,497,1317,167,1809,1353
2698,2698,1111,2189,517,2457,1444,1826,303,2445
1850,2237,1914,916,1850,1332,1876,365,0,2687
1861,1861,2210,1215,226,2117,2662,2307,1711,1493
401,580,401,2729,706,123,1718,1279,537,2545
742,1345,1012,20,742,925,2243,466,1220,2456
1860,1860,905,1652,2453,1606,1900,1701,474,2415
533,74,533,1904,2110,408,1385,2242,2190,2574
1886,1886,2362,2136,737,1030,249,174,755,2357
707,707,95,1626,2608,2583,1536,199,1806,936
1887,2399,1887,1002,1771,628,488,487,1981,915
2702,163,1010,1321,2411,2493,571,408,1330,2375
528,55,528,1608,2715,1226,927,2467,1337,1799
695,695,608,2664,1046,2445,140,418,279,172
1109,2147,1109,2698,771,1111,1786,1172,1697,2457
936,936,1626,266,1806,1547,199,799,2664,608
2119,2119,1968,2641,1637,913,747,700,635,2692
2118,2118,1751,1178,128,175,1273,1847,1398,1421
1776,1776,1847,975,1751,175,1130,1597,1278,1606
2448,2325,2448,910,2406,1686,1745,1266,584,1304
2073,2073,900,301,1582,2653,2093,2547,1170,1722
85,85,31,1313,1809,2721,167,1353,1996,2197
2638,2638,1090,1186,281,250,947,1115,659,1464
532,532,351,1955,2466,1956,2193,799,1747,1793
527,527,2327,383,210,625,1311,739,1664,810
1922,1922,2659,322,154,1968,1561,2119,2442,1604
1412,163,1010,1321,2411,2493,571,408,1330,2375
344,344,753,379,765,1762,1693,868,2695,356
1576,1576,425,2620,2306,2544,2112,1700,831,1615
1159,163,1010,1321,2411,2493,571,408,1330,2375
2451,268,2451,2289,530,1018,1690,302,136,1876
2450,2450,2186,1658,1934,519,2400,3,1634,2324
2449,2449,1104,1339,1273,1201,403,2170,28,948
2597,1592,2548,619,1507,1193,1692,1092,2597,2296
2721,1996,1809,213,2721,1353,167,1777,2696,1016
2122,1568,2122,1736,770,1001,1103,1225,634,301
2237,2237,1914,916,1850,1332,1876,365,0,2687
1161,1161,2054,611,1337,2057,434,1255,73,1780
2236,163,1010,1321,2411,2493,571,408,1330,2375
2235,2235,1628,1403,21,1593,1678,1634,1914,863
2606,2606,1347,262,1180,2409,1283,1497,1363,497
694,694,750,1021,789,1832,1362,2504,1774,397
1499,1499,327,1662,2308,824,2668,642,1053,1549
643,643,1080,1240,90,2493,2018,1491,2268,2095
93,688,93,1935,243,118,1250,1853,984,404
758,758,2692,363,2285,436,15,2084,2231,1735
1239,1239,1983,48,730,2600,2294,1423,325,1272
273,273,2578,943,1570,1413,2675,2321,827,1162
917,917,1130,1207,185,475,1659,203,275,1627
171,171,2159,108,239,2299,305,70,2542,2513
752,752,2385,1089,2494,212,249,644,174,276
542,542,2393,1942,63,2049,164,1326,1410,78
1281,1281,1831,891,1209,2402,1146,2167,1428,318
940,940,272,1240,471,2168,2018,2268,513,759
839,839,1084,1801,1293,301,1455,1517,1212,712
330,330,2583,2608,2290,1938,707,1877,1843,2166
1072,1072,587,1682,1033,928,785,973,755,654
2539,2539,946,1265,1419,1307,991,2404,1491,1764
497,316,497,2658,108,1812,2510,402,2137,1283
94,94,2545,1795,833,217,689,708,513,2729
706,123,706,537,401,580,2545,94,2288,2729
299,299,193,2393,838,1402,564,2333,2444,1275
2087,2087,2015,598,358,2273,2197,98,1597,961
1168,1342,2207,489,1480,1648,2529,550,1427,1733
1960,469,1960,1421,2259,2654,2118,24,1098,1104
2149,492,1321,2144,1915,2584,373,1896,954,951
75,967,981,75,130,88,753,2336,2718,2291
2063,2063,2211,1995,206,1063,844,1487,1967,1376
1011,1011,2308,1053,2217,2668,1651,901,773,219
904,904,2157,1437,2012,895,49,428,468,1278
1606,1606,975,1591,1776,2563,2048,1701,352,1098
1278,1278,1847,1751,2590,1706,1047,1659,16,1247
1197,1197,481,1470,2655,246,993,430,2062,1849
1409,1409,2542,618,2486,515,2476,2133,49,2199
1277,1277,1792,1688,1730,2710,1627,1166,203,323
834,834,1521,2079,1263,242,1801,2281,1350,297
1223,1223,1881,653,2608,446,1382,2521,307,621
1539,1539,1482,1984,511,2462,1234,2230,2522,137
646,1986,646,2636,2298,477,865,2685,2688,2296
1430,1430,782,714,1843,2437,857,2166,2378,1131
121,121,1274,1943,548,878,374,731,2028,1212
902,902,1639,2646,717,1903,581,1739,1800,1998
145,145,2686,15,392,1613,295,1609,2619,190
424,424,1543,805,363,815,2285,2133,1317,866
2555,492,1321,2144,1915,2584,373,1896,954,951
1452,1452,2197,1706,903,1314,585,85,1031,81
2668,2308,1053,2668,1114,1389,715,1499,1434,308
2730,2730,1302,1317,2394,1491,188,1240,2404,2367
2667,2667,1087,1243,1105,744,919,2626,2519,710
2732,144,2732,290,683,352,978,1054,1693,1581
283,1945,283,2053,2377,1050,1128,2226,1052,2337
2731,2731,1922,1080,471,1872,1679,499,2028,152
1578,8,1578,2440,345,1,2201,1814,149,1744
4,4,2000,2054,1294,2664,2715,1226,614,2445
558,994,417,2347,1830,558,450,1121,153,25
557,557,136,2629,530,2656,636,702,2506,302
1871,1871,700,306,2233,233,1101,2066,1360,911
1085,1373,1085,1570,780,2644,1413,939,2430,2102
20,1345,1012,20,742,925,2243,466,1220,2456
2534,2534,1041,758,108,1735,1102,700,316,497
2221,2221,1116,734,1026,2610,1417,151,2058,2412
1435,1435,533,61,1086,859,531,1623,74,2709
2154,2154,1064,1231,2194,2111,445,1222,2104,1852
1436,1436,2527,839,1084,1801,1146,301,1989,983
585,585,2197,15,2414,1613,547,31,1316,85
1437,1437,2012,2590,1515,1970,1455,2104,2157,2471
1438,163,1010,1321,2411,2493,571,408,1330,2375
374,374,30,787,2559,1132,2521,1274,2000,614
2568,2568,340,2168,1970,2502,2712,358,598,1820
2576,2576,2240,1316,1952,2015,2556,555,1761,1909
2157,2157,554,2464,220,508,904,2564,2471,618
266,199,266,452,2630,1626,810,1799,1238,936
303,985,303,1400,622,2417,2490,1481,79,1111
304,304,1517,712,770,1568,1736,1001,2122,2223
306,306,700,1778,938,1671,2623,2167,2375,1871
577,577,1152,1117,1179,899,2314,100,2146,22
305,305,171,2299,239,2436,2285,2363,244,856
983,983,758,1122,1198,2299,239,2285,363,2692
1711,2662,2117,1711,1315,307,157,621,1547,446
984,2263,775,404,984,2639,2501,2412,879,1423
2463,2463,2509,1967,1376,830,1010,2112,1576,1491
2481,2481,371,960,2316,2512,486,380,488,2031
134,134,909,158,535,493,1723,466,1305,1758
133,133,827,2430,943,1413,1162,1570,2321,2679
137,137,2230,39,2247,602,21,1539,2615,1345
138,138,1550,1962,938,233,1890,719,2346,836
1387,850,1387,2601,961,2549,2110,2242,412,2190
2264,2264,52,1359,2608,2290,347,108,2344,1283
135,135,2656,2323,2216,2628,2545,833,138,2131
1788,1788,1261,906,907,1336,2543,1966,1073,541
136,2629,530,1690,2506,702,136,1018,302,1876
761,933,761,2618,1165,631,628,1973,741,1832
509,509,934,2454,1796,1035,837,1670,970,1156
737,737,1630,429,1485,2104,1079,781,681,1324
1627,1627,1546,2419,2710,1130,1858,1920,432,1597
312,112,2089,312,961,938,2172,213,1563,167
1824,1824,1865,1352,2364,1849,1681,1034,2596,2648
2321,943,1413,2321,2430,827,1570,1162,2679,624
1681,1681,2569,2688,865,1824,477,1205,102,2560
2460,2208,2460,1198,2414,701,849,2381,1601,1045
1538,1538,647,1855,99,498,1375,1113,2413,1135
518,518,25,2387,113,2355,615,2525,556,2511
2006,2006,1569,1041,632,1016,190,2696,392,999
1700,1576,425,2620,2306,2544,2112,1700,831,1615
1631,1631,1199,1276,319,1762,868,1675,1526,2408
1665,163,1010,1321,2411,2493,571,408,1330,2375
1924,1924,354,779,484,915,2461,269,67,487
2124,2124,2729,779,1397,1205,1981,430,1279,1656
122,2517,1216,223,122,1653,2280,99,1849,498
84,84,674,2060,1576,2544,2620,1414,1267,1742
236,236,1244,2141,1603,788,1640,2094,1236,1069
624,764,624,74,338,533,673,977,1512,1836
591,591,1650,691,327,763,642,1165,2618,1549
768,768,2670,1258,1317,1087,1100,546,436,1189
1802,1802,2612,935,141,2031,488,1474,2486,45
55,55,528,1608,2715,1226,927,2467,1337,1799
973,973,2532,672,1682,587,329,2551,1069,644
2145,2145,1132,2559,266,199,608,1857,2193,2142
2210,1861,2210,1215,226,2117,2662,2307,1711,1493
56,56,1176,1888,1732,1615,1188,2160,2372,876
1718,1718,354,537,401,580,1924,1489,1966,1502
962,1268,1859,2174,1689,1145,962,584,2244,1389
1614,2083,28,2354,1902,1614,2666,948,265,969
114,114,2660,2224,367,570,2328,2311,2553,1909
339,339,1731,1602,1598,1082,412,110,2350,2549
1097,1097,1758,189,466,2150,2613,1625,2049,1975
703,313,1635,2524,703,1301,1433,394,2676,225
556,556,2525,1605,2047,1439,2682,1891,2241,162
1655,2398,2647,1683,616,873,1655,2371,359,893
2617,2617,2651,644,737,755,1491,2367,2404,2394
300,300,1305,195,1476,1679,1872,1138,499,134
1458,1458,2005,657,1571,1616,608,2193,825,140
930,930,1475,1929,1609,295,2002,1478,202,2392
2345,2345,1455,192,709,1084,1076,2343,2391,2264
2248,1993,2248,340,959,1167,819,2407,2491,598
1162,943,1413,2321,2430,827,1570,1162,2679,624
502,502,2633,2062,939,2315,780,2095,285,572
700,700,2692,1871,2119,1561,1968,306,432,2167
541,541,347,912,1359,1773,2231,1189,1417,907
257,1750,257,638,1828,2,47,1233,583,846
2355,2355,2511,153,474,25,1900,727,2637,573
2004,163,1010,1321,2411,2493,571,408,1330,2375
2005,2005,608,279,1458,2431,226,1626,1062,10
1946,1946,1019,2130,991,2613,1211,1797,592,1625
2077,2077,1889,437,1786,140,1005,1444,2189,2147
711,711,447,221,2273,829,1258,2097,768,597
1947,1947,1121,1288,1910,1852,1448,1372,1108,342
91,2649,91,645,549,104,658,2645,1228,1287
458,458,2568,1218,529,42,617,723,2266,2114
429,429,781,2020,249,1118,174,644,737,1324
428,428,49,239,171,2299,904,2542,1970,1455
2585,2585,857,1493,1965,226,467,1131,1547,1132
2008,2008,662,2022,1225,1174,672,712,1517,582
2285,2285,758,1543,190,805,2692,815,363,1561
22,22,899,1179,739,927,161,1664,2467,2265
23,163,1010,1321,2411,2493,571,408,1330,2375
21,1628,21,1403,557,916,1914,1234,1040,1482
1779,163,1010,1321,2411,2493,571,408,1330,2375
1226,2715,1226,2117,1711,1799,686,1626,2662,1337
1227,1227,1480,486,1573,1733,2086,1085,2202,2635
1225,1225,635,781,249,2122,2022,174,662,1736
1781,1781,864,966,511,2036,1786,1243,2626,1590
2629,2629,530,1690,2506,702,136,1018,302,1876
718,718,1291,1349,880,794,1286,2571,2391,1568
416,416,244,1317,1307,923,1543,402,805,173
277,277,37,2594,1111,2206,1464,1694,1257,79
1138,1138,1056,1476,493,2033,158,647,1725,1842
33,33,214,726,2050,2056,2694,297,2348,1270
1316,1316,656,2576,2619,2414,585,2240,1952,2015
560,560,2265,1711,2117,2662,2431,2420,1181,383
553,553,2488,1921,563,1397,1981,2623,2035,2023
2723,2723,2544,2112,1576,2620,425,572,2306,945
1044,1044,1893,586,1483,2330,646,1099,1681,2648
2722,2722,1203,2472,1672,1885,514,1615,1492,2724
2724,2724,2523,1569,2472,1135,1672,1235,190,632
1413,943,1413,2321,2430,827,1570,1162,2679,624
987,987,1710,71,1888,2503,353,1203,2375,2246
1556,57,845,1556,2530,848,181,1168,1480,2529
2428,2428,2169,1557,1406,1461,746,2346,1667,1383
1605,1605,964,556,461,1999,1125,2305,1439,143
5,5,340,1366,2502,2712,1470,2568,896,1731
2170,2170,1104,1950,1763,2180,1201,1548,2514,1273
2169,2169,1667,247,1836,128,871,1273,673,98
2071,2071,1188,1732,637,587,972,1848,166,1682
875,875,2577,467,2290,621,714,446,2007,1093
1535,58,1963,637,51,1535,1848,972,2367,2112
745,745,775,984,2263,404,1550,2639,2436,334
1392,698,1392,403,762,54,1917,1588,472,1562
2002,2002,2442,275,1533,1368,930,1637,1022,998
2001,2001,2521,2000,1608,1073,517,2457,1714,2467
2003,492,1321,2144,1915,2584,373,1896,954,951
1019,1019,1625,1797,991,2613,592,2038,1332,365
814,814,1103,1191,2122,1568,770,2601,1001,1736
882,882,2665,2360,382,2440,389,8,345,1814
1878,1878,568,582,1870,944,2582,249,174,276
1040,3,2324,519,1040,2400,2049,1332,63,164
1039,1039,522,2443,1676,1425,2138,279,791,1160
534,534,1423,2214,208,1917,823,2266,36,1488
773,773,2217,1765,562,2106,1011,992,728,260
922,922,2301,611,1073,1453,414,2363,2583,2378
1071,1071,791,669,874,2276,612,1240,1633,1867
772,163,1010,1321,2411,2493,571,408,1330,2375
771,771,140,2467,1005,1697,2445,1109,1020,2146
622,622,1226,608,1294,2142,2715,2445,303,985
1220,1220,1680,740,111,808,1542,742,20,1012
2501,2639,407,2501,1569,540,984,2060,404,775
803,803,979,1344,2132,1512,338,353,1569,1805
1031,1031,1353,1809,252,2721,213,1996,167,1356
800,800,1333,1284,1668,177,1560,32,1253,1285
1103,1103,814,770,1736,2122,1568,1001,2475,634
647,647,884,945,2472,1135,1672,1056,1138,1538
1455,1455,1076,2391,709,1084,2590,2204,82,125
406,406,2425,994,417,2347,450,1830,1787,2219
2266,2266,409,191,1852,2568,529,2109,2609,42
1511,1511,355,196,2378,621,446,714,2290,527
481,481,1197,430,246,993,2364,1598,1849,1352
1841,1841,1444,2189,2677,277,37,1868,1803,434
2677,2677,434,872,1780,1255,2577,387,1841,250
1327,1460,1327,908,2714,659,2594,2353,892,281
1328,298,1821,2703,1328,165,1205,350,1981,101
2059,2059,310,2601,1618,2549,1431,2295,867,412
2024,1750,257,638,1828,2,47,1233,583,846
2025,2025,1261,134,636,1097,1553,886,362,563
767,767,323,1106,2013,849,1045,31,2381,701
483,483,2624,1251,476,1214,949,1770,658,2172
2023,2023,563,2035,2103,1407,999,2444,2006,2160
220,220,1870,1118,1324,1189,2658,1773,2547,2093
177,177,1167,728,819,1435,959,1515,2407,1391
2043,2043,2238,828,794,218,2085,1286,891,2709
465,465,1400,79,1257,2206,2142,1411,303,985
1750,1750,257,638,1828,2,47,1233,583,846
176,665,176,2403,1974,2360,1527,382,378,1603
1801,1801,839,1892,1084,1263,834,1293,108,1735
2445,2445,630,1780,787,251,434,622,2057,1255
1737,1737,1171,1153,2202,2201,1578,83,345,1573
2642,2642,2232,1846,874,809,704,2268,2493,2018
2561,2561,175,19,955,926,1776,2415,2536,1679
2562,163,1010,1321,2411,2493,571,408,1330,2375
2563,2563,2158,1606,1098,143,2305,2660,352,2684
644,644,2279,429,815,781,737,1317,1118,2020
2184,965,2184,1405,1862,849,2532,801,1558,2277
2483,2483,1989,1938,2301,2386,2307,1979,1861,2210
2183,163,1010,1321,2411,2493,571,408,1330,2375
2182,337,149,2182,539,1638,1744,1463,702,821
2181,2181,1789,168,2645,1512,549,104,645,1818
2180,2180,1548,867,755,1055,2357,2625,1816,1431
1001,1568,2122,1736,770,1001,1103,1225,634,301
1002,2399,1887,1002,1771,628,488,487,1981,915
1810,1810,2116,513,2598,1572,1450,1921,779,708
1315,157,1315,2120,2662,1711,2117,446,621,1806
1218,1218,1076,1582,2196,1455,896,2455,1901,1108
1693,254,1693,978,1581,1588,2732,1960,963,2158
1692,1592,2548,619,1507,1193,1692,1092,2597,2296
2240,2240,1761,98,656,836,1091,1813,1930,2699
1423,1423,282,2263,48,404,775,421,984,745
2420,2420,603,2431,1596,1181,560,659,947,281
1441,1441,672,2532,662,174,2022,2418,249,2551
2621,454,1303,2621,561,2455,673,1836,890,776
31,85,31,1313,1809,2721,167,1353,1996,2197
82,2204,82,125,1455,605,655,2074,160,1128
2223,2223,801,304,204,712,1558,1517,1720,1982
2161,2161,2580,856,2391,142,718,1684,2203,2422
1243,1243,2605,1087,1105,1781,2626,2519,2667,919
732,732,2580,386,640,2159,346,1183,2161,600
