target,1rank,2rank,3rank,4rank,5rank
965,965,2184,1405,1862,849
2194,2194,2096,1787,2219,1231
927,927,528,55,194,1226
1286,1286,718,974,1516,315
2061,2061,811,1232,1497,2489
2663,2663,1117,2558,1616,2292
2039,2039,1371,2550,113,388
682,671,682,1937,1227,163
2645,2645,104,645,549,470
1783,1157,1783,986,1434,715
2314,2314,390,2292,1525,100
2672,2672,1504,678,338,214
821,821,1463,1638,539,149
2261,2261,1202,1466,1498,2423
164,164,78,63,1942,2049
454,454,1303,2621,561,2455
2245,2245,721,1260,1101,333
720,720,2587,187,1740,2362
51,58,1963,637,51,1535
2252,2252,835,537,704,471
417,994,417,2347,1830,558
469,469,1960,1421,2259,2654
1863,1863,2081,2593,2175,1946
2655,2655,476,1197,924,640
7,7,1485,541,680,681
501,501,947,2353,260,992
1420,1750,257,638,1828,2
2121,2121,251,2057,2054,2445
1304,1790,1941,361,1304,843
1884,1884,858,1125,461,500
1832,1362,1832,694,2416,1817
263,263,51,1535,314,972
2404,1491,2394,2367,2404,1063
991,991,2705,2195,946,1019
1573,1143,2202,1171,1573,149
1572,1572,1810,2116,2632,110
1574,1574,2419,1858,2199,1082
1575,1898,1575,67,1051,1066
1571,1571,140,825,1458,2146
160,160,1999,974,2204,1516
1717,1717,440,1796,203,1348
1054,1054,796,2413,1652,2732
2457,2457,1400,1803,1257,1111
620,620,159,2650,427,2546
386,386,1870,640,2658,2344
246,430,246,1247,1450,2598
262,262,1719,506,640,16
1160,2138,1160,809,982,938
2578,2578,273,2027,338,909
735,735,2484,2489,1501,1988
2217,773,2217,1765,562,2106
2010,2010,2331,1958,410,1582
1086,1086,2281,2348,2422,2626
1363,1363,1359,2231,108,1620
291,291,1221,1697,1005,2677
1765,1765,728,2217,1292,773
1593,1593,666,2373,2235,0
1654,1654,507,1923,2131,1991
590,590,1136,1035,651,2218
2091,2091,2065,231,1534,1829
2089,112,2089,312,961,938
2090,2090,1078,1513,1411,2326
373,492,1321,2144,1915,2584
2584,492,1321,2144,1915,2584
2105,2105,2156,1366,1058,1926
1831,1831,957,1281,1209,687
2144,492,1321,2144,1915,2584
2032,2032,715,1233,1874,2603
1399,1399,2582,660,1554,2528
582,582,1878,797,672,2532
1955,1955,116,351,532,1172
587,1682,587,2071,2289,973
208,208,2009,1531,151,734
1938,1938,2120,1695,2307,261
2695,2695,2361,2596,2648,753
1673,1673,1971,486,115,960
1442,492,1321,2144,1915,2584
1036,1036,775,404,1522,1142
1035,2218,1035,590,1515,283
1443,1443,84,674,292,2723
260,260,992,1090,277,2638
119,119,73,892,1841,992
272,272,2268,2018,1240,759
827,943,1413,2321,2430,827
633,633,434,1255,990,1780
2653,2653,2073,424,2575,1939
1942,164,78,63,1942,2049
1377,960,2316,1377,486,2237
190,190,2285,2692,1561,1569
893,893,1068,1434,1602,910
1542,1542,1220,1100,1680,2435
921,1398,921,2118,599,1394
162,162,1032,898,2441,623
163,163,1856,1411,1440,682
