target,1rank,2rank,3rank,4rank,5rank,6rank,7rank,8rank,9rank,10rank
306,306,700,1778,938,1671,2623,2167,2375,1871,1533
577,577,1152,1117,1179,899,2314,100,2146,22,2638
305,305,171,2299,239,2436,2285,2363,244,856,704
983,983,758,1122,1198,2299,239,2285,363,2692,1708
1711,2662,2117,1711,1315,307,157,621,1547,446,1806
984,2263,775,404,984,2639,2501,2412,879,1423,745
2463,2463,2509,1967,1376,830,1010,2112,1576,1491,1815
2481,2481,371,960,2316,2512,486,380,488,2031,350
134,134,909,158,535,493,1723,466,1305,1758,195
133,133,827,2430,943,1413,1162,1570,2321,2679,2687
137,137,2230,39,2247,602,21,1539,2615,1345,2069
138,138,1550,1962,938,233,1890,719,2346,836,1091
1387,850,1387,2601,961,2549,2110,2242,412,2190,1473
2264,2264,52,1359,2608,2290,347,108,2344,1283,480
135,135,2656,2323,2216,2628,2545,833,138,2131,2462
1788,1788,1261,906,907,1336,2543,1966,1073,541,611
136,2629,530,1690,2506,702,136,1018,302,1876,688
761,933,761,2618,1165,631,628,1973,741,1832,1362
509,509,934,2454,1796,1035,837,1670,970,1156,475
737,737,1630,429,1485,2104,1079,781,681,1324,709
1627,1627,1546,2419,2710,1130,1858,1920,432,1597,252
312,112,2089,312,961,938,2172,213,1563,167,1996
1824,1824,1865,1352,2364,1849,1681,1034,2596,2648,1823
2321,943,1413,2321,2430,827,1570,1162,2679,624,2589
1681,1681,2569,2688,865,1824,477,1205,102,2560,2364
2460,2208,2460,1198,2414,701,849,2381,1601,1045,880
1538,1538,647,1855,99,498,1375,1113,2413,1135,2472
518,518,25,2387,113,2355,615,2525,556,2511,285
2006,2006,1569,1041,632,1016,190,2696,392,999,2475
1700,1576,425,2620,2306,2544,2112,1700,831,1615,1188
1631,1631,1199,1276,319,1762,868,1675,1526,2408,2725
1665,163,1010,1321,2411,2493,571,408,1330,2375,1550
1924,1924,354,779,484,915,2461,269,67,487,1898
2124,2124,2729,779,1397,1205,1981,430,1279,1656,1297
122,2517,1216,223,122,1653,2280,99,1849,498,1602
84,84,674,2060,1576,2544,2620,1414,1267,1742,2112
236,236,1244,2141,1603,788,1640,2094,1236,1069,617
624,764,624,74,338,533,673,977,1512,1836,943
591,591,1650,691,327,763,642,1165,2618,1549,631
768,768,2670,1258,1317,1087,1100,546,436,1189,1773
1802,1802,2612,935,141,2031,488,1474,2486,45,515
55,55,528,1608,2715,1226,927,2467,1337,1799,1711
973,973,2532,672,1682,587,329,2551,1069,644,662
2145,2145,1132,2559,266,199,608,1857,2193,2142,1616
2210,1861,2210,1215,226,2117,2662,2307,1711,1493,1965
56,56,1176,1888,1732,1615,1188,2160,2372,876,1755
1718,1718,354,537,401,580,1924,1489,1966,1502,1620
962,1268,1859,2174,1689,1145,962,584,2244,1389,2260
1614,2083,28,2354,1902,1614,2666,948,265,969,364
114,114,2660,2224,367,570,2328,2311,2553,1909,1249
339,339,1731,1602,1598,1082,412,110,2350,2549,989
1097,1097,1758,189,466,2150,2613,1625,2049,1975,2589
703,313,1635,2524,703,1301,1433,394,2676,225,1693
556,556,2525,1605,2047,1439,2682,1891,2241,162,1078
1655,2398,2647,1683,616,873,1655,2371,359,893,1236
2617,2617,2651,644,737,755,1491,2367,2404,2394,2071
300,300,1305,195,1476,1679,1872,1138,499,134,1056
1458,1458,2005,657,1571,1616,608,2193,825,140,1215
930,930,1475,1929,1609,295,2002,1478,202,2392,2331
2345,2345,1455,192,709,1084,1076,2343,2391,2264,2203
2248,1993,2248,340,959,1167,819,2407,2491,598,998
1162,943,1413,2321,2430,827,1570,1162,2679,624,2589
502,502,2633,2062,939,2315,780,2095,285,572,1816
700,700,2692,1871,2119,1561,1968,306,432,2167,1041
541,541,347,912,1359,1773,2231,1189,1417,907,2696
257,1750,257,638,1828,2,47,1233,583,846,2603
2355,2355,2511,153,474,25,1900,727,2637,573,1990
2004,163,1010,1321,2411,2493,571,408,1330,2375,1550
2005,2005,608,279,1458,2431,226,1626,1062,10,1743
1946,1946,1019,2130,991,2613,1211,1797,592,1625,1332
2077,2077,1889,437,1786,140,1005,1444,2189,2147,864
711,711,447,221,2273,829,1258,2097,768,597,191
1947,1947,1121,1288,1910,1852,1448,1372,1108,342,676
91,2649,91,645,549,104,658,2645,1228,1287,476
458,458,2568,1218,529,42,617,723,2266,2114,2109
429,429,781,2020,249,1118,174,644,737,1324,1773
428,428,49,239,171,2299,904,2542,1970,1455,1136
2585,2585,857,1493,1965,226,467,1131,1547,1132,613
2008,2008,662,2022,1225,1174,672,712,1517,582,797
2285,2285,758,1543,190,805,2692,815,363,1561,424
22,22,899,1179,739,927,161,1664,2467,2265,813
23,163,1010,1321,2411,2493,571,408,1330,2375,1550
21,1628,21,1403,557,916,1914,1234,1040,1482,189
1779,163,1010,1321,2411,2493,571,408,1330,2375,1550
1226,2715,1226,2117,1711,1799,686,1626,2662,1337,810
1227,1227,1480,486,1573,1733,2086,1085,2202,2635,1373
1225,1225,635,781,249,2122,2022,174,662,1736,1001
1781,1781,864,966,511,2036,1786,1243,2626,1590,1459
2629,2629,530,1690,2506,702,136,1018,302,1876,688
718,718,1291,1349,880,794,1286,2571,2391,1568,2460
416,416,244,1317,1307,923,1543,402,805,173,2730
277,277,37,2594,1111,2206,1464,1694,1257,79,1841
1138,1138,1056,1476,493,2033,158,647,1725,1842,2659
33,33,214,726,2050,2056,2694,297,2348,1270,2626
1316,1316,656,2576,2619,2414,585,2240,1952,2015,880
560,560,2265,1711,2117,2662,2431,2420,1181,383,194
553,553,2488,1921,563,1397,1981,2623,2035,2023,1203
2723,2723,2544,2112,1576,2620,425,572,2306,945,884
1044,1044,1893,586,1483,2330,646,1099,1681,2648,1158
2722,2722,1203,2472,1672,1885,514,1615,1492,2724,2523
2724,2724,2523,1569,2472,1135,1672,1235,190,632,1016
1413,943,1413,2321,2430,827,1570,1162,2679,624,2589
987,987,1710,71,1888,2503,353,1203,2375,2246,2102
1556,57,845,1556,2530,848,181,1168,1480,2529,550
2428,2428,2169,1557,1406,1461,746,2346,1667,1383,545
1605,1605,964,556,461,1999,1125,2305,1439,143,1349
5,5,340,1366,2502,2712,1470,2568,896,1731,2248
2170,2170,1104,1950,1763,2180,1201,1548,2514,1273,2408
2169,2169,1667,247,1836,128,871,1273,673,98,2686
2071,2071,1188,1732,637,587,972,1848,166,1682,212
875,875,2577,467,2290,621,714,446,2007,1093,2700
1535,58,1963,637,51,1535,1848,972,2367,2112,2394
745,745,775,984,2263,404,1550,2639,2436,334,2138
1392,698,1392,403,762,54,1917,1588,472,1562,1629
2002,2002,2442,275,1533,1368,930,1637,1022,998,2637
2001,2001,2521,2000,1608,1073,517,2457,1714,2467,2147
2003,492,1321,2144,1915,2584,373,1896,954,951,1173
1019,1019,1625,1797,991,2613,592,2038,1332,365,1873
814,814,1103,1191,2122,1568,770,2601,1001,1736,157
882,882,2665,2360,382,2440,389,8,345,1814,2201
1878,1878,568,582,1870,944,2582,249,174,276,2020
1040,3,2324,519,1040,2400,2049,1332,63,164,2215
1039,1039,522,2443,1676,1425,2138,279,791,1160,695
534,534,1423,2214,208,1917,823,2266,36,1488,796
773,773,2217,1765,562,2106,1011,992,728,260,2065
922,922,2301,611,1073,1453,414,2363,2583,2378,2559
1071,1071,791,669,874,2276,612,1240,1633,1867,1407
772,163,1010,1321,2411,2493,571,408,1330,2375,1550
771,771,140,2467,1005,1697,2445,1109,1020,2146,2147
622,622,1226,608,1294,2142,2715,2445,303,985,414
1220,1220,1680,740,111,808,1542,742,20,1012,1933
2501,2639,407,2501,1569,540,984,2060,404,775,675
803,803,979,1344,2132,1512,338,353,1569,1805,1134
1031,1031,1353,1809,252,2721,213,1996,167,1356,1314
800,800,1333,1284,1668,177,1560,32,1253,1285,2369
1103,1103,814,770,1736,2122,1568,1001,2475,634,2696
647,647,884,945,2472,1135,1672,1056,1138,1538,1476
1455,1455,1076,2391,709,1084,2590,2204,82,125,875
406,406,2425,994,417,2347,450,1830,1787,2219,558
2266,2266,409,191,1852,2568,529,2109,2609,42,1947
1511,1511,355,196,2378,621,446,714,2290,527,594
481,481,1197,430,246,993,2364,1598,1849,1352,1865
1841,1841,1444,2189,2677,277,37,1868,1803,434,872
2677,2677,434,872,1780,1255,2577,387,1841,250,1186
1327,1460,1327,908,2714,659,2594,2353,892,281,1148
1328,298,1821,2703,1328,165,1205,350,1981,101,599
2059,2059,310,2601,1618,2549,1431,2295,867,412,2113
2024,1750,257,638,1828,2,47,1233,583,846,2603
2025,2025,1261,134,636,1097,1553,886,362,563,113
767,767,323,1106,2013,849,1045,31,2381,701,85
483,483,2624,1251,476,1214,949,1770,658,2172,512
2023,2023,563,2035,2103,1407,999,2444,2006,2160,1176
220,220,1870,1118,1324,1189,2658,1773,2547,2093,429
177,177,1167,728,819,1435,959,1515,2407,1391,1333
2043,2043,2238,828,794,218,2085,1286,891,2709,1623
465,465,1400,79,1257,2206,2142,1411,303,985,2292
1750,1750,257,638,1828,2,47,1233,583,846,2603
176,665,176,2403,1974,2360,1527,382,378,1603,1807
1801,1801,839,1892,1084,1263,834,1293,108,1735,2683
2445,2445,630,1780,787,251,434,622,2057,1255,771
1737,1737,1171,1153,2202,2201,1578,83,345,1573,1300
2642,2642,2232,1846,874,809,704,2268,2493,2018,2545
2561,2561,175,19,955,926,1776,2415,2536,1679,1187
2562,163,1010,1321,2411,2493,571,408,1330,2375,1550
2563,2563,2158,1606,1098,143,2305,2660,352,2684,1926
644,644,2279,429,815,781,737,1317,1118,2020,249
2184,965,2184,1405,1862,849,2532,801,1558,2277,2381
2483,2483,1989,1938,2301,2386,2307,1979,1861,2210,2583
2183,163,1010,1321,2411,2493,571,408,1330,2375,1550
2182,337,149,2182,539,1638,1744,1463,702,821,109
2181,2181,1789,168,2645,1512,549,104,645,1818,1654
2180,2180,1548,867,755,1055,2357,2625,1816,1431,884
1001,1568,2122,1736,770,1001,1103,1225,634,301,712
1002,2399,1887,1002,1771,628,488,487,1981,915,1171
1810,1810,2116,513,2598,1572,1450,1921,779,708,1187
1315,157,1315,2120,2662,1711,2117,446,621,1806,2559
1218,1218,1076,1582,2196,1455,896,2455,1901,1108,993
1693,254,1693,978,1581,1588,2732,1960,963,2158,469
1692,1592,2548,619,1507,1193,1692,1092,2597,2296,1524
2240,2240,1761,98,656,836,1091,1813,1930,2699,2576
1423,1423,282,2263,48,404,775,421,984,745,407
2420,2420,603,2431,1596,1181,560,659,947,281,2290
1441,1441,672,2532,662,174,2022,2418,249,2551,1862
2621,454,1303,2621,561,2455,673,1836,890,776,1951
31,85,31,1313,1809,2721,167,1353,1996,2197,213
82,2204,82,125,1455,605,655,2074,160,1128,1136
2223,2223,801,304,204,712,1558,1517,1720,1982,859
2161,2161,2580,856,2391,142,718,1684,2203,2422,1385
1243,1243,2605,1087,1105,1781,2626,2519,2667,919,594
732,732,2580,386,640,2159,346,1183,2161,600,1180
2246,2246,2102,2027,1679,499,2262,1373,1085,338,909
2377,2377,461,1064,2511,1125,1945,2111,153,283,898
351,351,1793,1626,95,528,2490,1955,55,1481,532
2543,2543,944,385,1895,1060,1069,1618,1414,1466,687
566,566,366,2521,614,2540,1223,30,2117,2662,1721
1284,800,1333,1284,1668,177,1560,32,1253,1285,2369
655,605,2074,655,82,2204,125,77,2669,256,1722
1427,1342,2207,489,1480,1648,2529,550,1427,1733,1168
2591,2591,1184,261,2557,266,199,1608,2595,27,2713
361,1790,1941,361,1304,843,1224,28,2083,2507,969
1053,2308,1053,2668,1114,1389,715,1499,1434,308,786
150,163,1010,1321,2411,2493,571,408,1330,2375,1550
2359,492,1321,2144,1915,2584,373,1896,954,951,1173
1708,1708,1843,2307,1132,467,878,1793,983,239,2299
2681,2681,1815,1010,1576,941,425,1135,2306,2463,2112
77,77,1022,655,605,2074,2714,560,333,281,125
1888,1888,56,1710,2160,178,1188,1492,1176,1237,1732
1467,1467,390,2326,161,1411,1664,739,1078,813,22
2558,2558,2007,707,2583,922,622,366,2577,2005,2663
1957,478,1957,2478,629,1135,2215,290,1552,1538,2294
2633,502,2633,2062,939,2315,780,2095,285,572,1816
889,889,273,2316,486,1377,960,1749,2578,1742,422
739,1664,739,1181,2349,383,2000,527,2314,1525,2292
757,757,2256,1583,491,1584,2257,1874,2481,846,257
2069,2069,2324,2400,519,2411,3,431,2552,1040,1419
1369,1369,1329,1897,1000,148,320,490,170,1419,1923
30,30,2521,614,374,2000,2120,452,2630,1799,1711
363,363,758,108,2231,1543,805,301,402,1877,1102
1929,1929,1475,1698,1189,15,1554,632,392,660,1609
1497,1497,1232,2436,197,1778,2159,306,1871,2302,2061
1046,1046,608,2542,791,695,279,985,303,1545,760
336,336,1521,834,811,1232,1079,2104,2211,1363,214
2222,2222,156,1756,2354,651,948,2666,715,28,969
1736,1568,2122,1736,770,1001,1103,1225,634,301,712
298,298,1821,2703,1328,165,1205,350,1981,101,599
484,484,1372,1924,1047,41,354,2259,141,2612,779
2168,2168,2568,1970,2079,1820,512,1469,883,1263,2172
308,308,2669,1662,639,1977,1053,1926,2308,2684,2668
693,693,2270,198,2262,2560,1141,1927,1495,43,1207
284,284,1479,1493,116,1965,2417,1007,2585,613,307
1410,1410,1429,166,201,170,637,58,1535,1963,1879
472,472,143,426,1392,2470,698,1439,1104,254,361
95,95,2193,707,1695,1626,528,55,351,1315,1536
1501,1501,907,1102,221,815,768,1845,436,1864,1773
1743,1743,1024,10,657,2005,1596,1186,1464,1571,2353
2689,1224,2689,2507,2215,400,1304,510,1790,824,843
2166,2166,1430,782,1131,714,1958,1768,151,734,330
2662,2662,2117,1711,1315,307,157,621,1547,446,1806
474,474,727,1900,368,1050,2659,1038,1643,2355,1308
96,915,1825,96,241,487,690,269,2461,149,1463
1236,1236,2632,1244,1655,2284,2171,873,2016,2647,952
1440,1440,1856,657,2234,333,163,2567,2222,1104,183
471,471,370,704,2731,1240,2268,217,2018,513,708
470,540,1325,675,470,1763,849,1716,2661,1950,2501
391,391,1135,1465,2000,1490,2278,2318,2509,2724,204
76,76,1037,1539,1144,2063,1995,2211,511,1798,127
97,97,362,1553,0,886,794,567,205,84,118
1305,1305,195,1138,300,1056,499,1679,134,1476,1872
2047,2047,2682,2085,2140,2220,2129,1432,1922,2525,556
34,34,1721,2473,2663,1591,366,1181,2521,281,659
473,492,1321,2144,1915,2584,373,1896,954,951,1173
1078,1078,2185,1411,390,1221,2292,2326,1020,2090,2146
1263,1263,497,316,1801,1621,2167,2168,826,834,1293
1170,1170,1324,680,1118,1356,16,220,2093,429,1559
40,1256,40,0,1784,2455,1349,2706,1833,1746,986
945,945,884,2278,1492,1237,913,178,1637,831,2659
1177,1177,1285,2243,1766,2169,2458,668,1100,746,1667
1290,2727,2030,1259,1290,1194,1266,456,1565,28,969
108,108,497,316,1892,363,1359,2608,1735,2658,758
999,999,830,2006,146,563,1615,2730,1176,2705,1302
2123,2123,562,2065,773,2217,733,1394,738,860,908
1065,1065,86,18,646,1986,2334,710,919,2667,2156
329,329,2184,1764,675,965,973,1431,540,1405,1325
383,383,527,1664,739,810,1799,2327,560,1181,2349
1080,1080,146,1723,909,535,643,830,1576,2112,1240
2431,2431,1547,2290,1806,2713,1877,2630,452,2213,226
2654,24,2654,2259,570,995,1909,2408,403,1228,1767
2031,488,2031,1027,507,1061,460,2131,685,877,1151
1294,1294,622,2715,1226,608,2142,4,2445,985,303
1295,1295,2251,1187,1829,1762,1276,1642,319,868,1534
1296,1296,841,1772,69,1418,1587,2382,397,1607,1855
1297,1297,68,1774,1203,2124,736,1817,2225,999,1531
1293,1293,839,2712,2079,2382,1084,1801,222,2020,737
1679,1679,499,909,1723,2723,2659,535,2503,2508,1305
1680,1680,1512,1220,1804,1285,2243,1235,1867,169,803
817,817,1656,1980,353,419,1512,32,2369,1818,2153
1551,525,1551,547,2015,247,237,54,403,1980,1273
2683,2683,1735,108,286,1812,2510,418,712,1517,304
233,233,1550,880,52,2571,2208,2460,1890,656,1871
8,8,1578,2440,345,1,2201,1814,149,1744,557
998,2099,998,1671,2442,1533,1368,275,2511,1768,2518
539,337,149,2182,539,1638,1744,1463,702,821,109
1375,1375,1113,2413,2415,1138,2640,2671,1056,357,1538
877,877,1151,464,1369,1527,1329,2031,1107,628,488
766,766,2055,1917,1461,1406,683,698,1392,1425,237
2636,2636,976,2105,1849,1357,1865,2148,646,1986,1686
2637,2637,2511,998,1990,2099,2002,573,2491,1050,1308
663,663,1879,1140,1419,554,2380,1267,746,1414,2432
870,870,1586,1194,1290,1259,1266,2030,456,2727,1960
836,836,2699,1930,1091,719,880,849,312,2089,1045
1199,1631,1199,1276,319,1762,868,1675,1526,2408,2725
1140,1140,1341,663,795,1150,1322,713,1752,1192,2376
938,938,1812,2510,1160,1550,112,312,2089,2138,70
2336,2336,2014,1908,967,1987,1647,2732,793,296,75
995,995,2259,24,2654,2408,1811,72,403,1767,1228
969,2083,28,2354,1902,1614,2666,948,265,969,364
1155,1155,1561,432,1083,866,2076,378,327,2538,2726
2315,780,939,2315,1975,1838,14,263,200,1471,2633
1893,1044,1893,586,1483,2330,646,1099,1681,2648,1158
2253,2253,2265,194,1840,560,1911,604,77,500,327
629,629,1957,478,1552,697,802,84,674,2725,2478
754,754,1651,1319,2678,1432,1677,26,651,812,1326
599,599,1937,921,1398,2537,1821,2041,820,165,2703
600,600,2226,2346,1360,1350,1101,1260,1945,2587,283
753,753,765,379,1693,319,1642,1762,344,1276,868
993,993,2590,90,481,181,1838,309,1964,1471,1079
974,974,315,1516,304,418,218,1517,712,172,531
820,2041,820,738,733,1642,1534,1829,599,1394,1472
2401,492,1321,2144,1915,2584,373,1896,954,951,1173
645,2645,104,645,549,470,836,421,775,612,675
1169,1169,409,1741,484,1910,1236,868,319,359,1575
751,751,403,1818,468,525,2576,1551,1406,1936,1461
1366,1366,1820,1306,5,2382,2079,274,1849,1607,2105
1211,1211,2488,2060,592,1712,1946,1552,1527,464,2006
1694,1694,1882,1318,37,277,251,2701,2057,1111,2698
125,2204,82,125,1455,605,655,2074,160,1128,1136
126,126,2272,2640,385,175,242,1671,2732,2413,1068
1653,2517,1216,223,122,1653,2280,99,1849,498,1602
1647,1647,2351,1003,2505,2650,729,620,1644,2014,427
157,157,1315,2120,2662,1711,2117,446,621,1806,2559
1618,1618,1393,2113,2278,831,2318,2059,385,1134,1112
2030,2727,2030,1259,1290,1194,1266,456,1565,28,969
1981,1397,1981,2179,2116,1810,2124,2537,1595,2399,1002
1602,1602,339,2640,2272,893,2280,1653,122,223,2517
2624,2624,1251,597,512,1563,2172,2699,719,2203,421
1209,1209,944,2657,1059,439,1183,408,2134,1904,2574
256,256,655,2074,1731,605,2419,1847,1858,1128,1130
2602,2602,1027,460,1961,685,302,464,2506,2612,702
268,268,2451,2289,530,1018,1690,302,136,1876,2629
280,280,961,597,836,719,2699,1091,495,1930,1023
2062,2062,1350,1816,1557,2633,502,1838,1964,1471,309
2066,2066,573,1990,879,2412,334,1052,2053,1050,2710
2625,1200,2357,2625,106,1055,913,31,85,1720,2320
2676,313,1635,2524,703,1301,1433,394,2676,225,1693
101,101,165,1821,1328,2703,298,1205,350,215,599
99,498,99,1855,1538,841,744,1772,1216,2280,223
1892,1892,108,301,1129,2137,363,781,497,316,1566
1903,238,1998,1289,1696,2592,2674,717,581,1903,929
1891,1891,1434,1068,556,989,2525,2726,1139,1157,2640
1882,1882,2701,1694,2054,1318,517,813,37,277,1337
1914,2237,1914,916,1850,1332,1876,365,0,2687,699
1915,492,1321,2144,1915,2584,373,1896,954,951,1173
12,12,247,1287,515,774,2486,128,1228,98,2686
1829,1534,1829,2091,1295,2537,2251,820,1644,2041,2065
1807,1807,1974,176,665,2403,378,1603,382,1527,2360
25,25,2355,417,2347,2286,450,994,1830,558,518
26,26,2678,137,717,1289,39,2247,1903,1737,1600
36,36,1235,2263,775,984,404,778,636,1894,2412
1785,2684,1926,1977,1785,308,2178,2158,274,441,1408
1782,1782,43,1987,296,2433,2496,1484,793,1504,1585
69,69,397,106,1200,1314,1706,1296,1055,16,2357
1749,1749,863,2237,916,1914,889,1850,1414,2346,2428
1962,1962,138,2019,1930,2699,836,719,1091,1894,2013
1966,1966,1283,1620,2409,2661,1269,1335,1594,815,497
1734,1734,978,1581,254,1693,2158,469,963,1088,144
1534,1534,1829,2091,1295,2537,2251,820,1644,2041,2065
2076,2076,1920,1036,2710,411,2165,1565,2383,372,796
1580,1580,833,1160,2138,1846,1309,2232,1954,1732,2451
2084,2084,2692,1191,758,15,595,1768,2113,2518,1198
2538,2726,2538,322,715,440,1155,2453,911,1922,989
420,420,1123,2191,1252,563,118,342,292,93,2100
1389,786,1389,962,950,1053,2668,1268,2174,2308,1145
440,440,2538,2726,1717,322,2300,1155,2453,1348,911
2512,2512,350,943,827,1162,1310,2321,1570,2675,2430
1339,1339,2449,1088,472,1629,1104,698,2567,2470,1392
506,506,2209,2097,640,1180,262,2163,1283,2093,2137
2491,2491,410,850,2002,998,2099,2637,2320,358,598
515,515,2486,12,935,247,1409,618,1512,128,774
2192,2192,1908,113,2387,2441,1917,2055,59,1267,556
1291,1291,2022,662,718,1225,1705,794,1349,348,2532
1285,1285,2243,2626,1177,240,1680,764,624,1435,1509
2207,1342,2207,489,1480,1648,2529,550,1427,1733,1168
1280,1280,1579,868,1762,319,1276,2037,1631,1199,1588
2471,2564,2471,1118,1563,2391,2172,512,1324,2281,2203
2541,2541,4,2059,1490,1399,2318,204,2528,391,1658
2126,2126,866,853,91,1190,1956,2649,1784,326,880
426,426,472,143,698,1104,1392,1439,2470,2241,1636
345,8,1578,2440,345,1,2201,1814,149,1744,557
1509,1509,338,158,1623,493,1285,2243,2056,803,169
2574,408,2134,2574,1720,801,1558,74,2362,533,2721
317,317,1808,324,1869,19,2072,372,2383,1454,1597
2570,2570,161,686,1024,630,1743,2349,1541,2374,1186
2094,2094,314,2352,310,1042,188,2276,2274,230,1208
319,868,1276,1762,319,1199,1295,2251,2505,1280,1588
335,335,2139,1196,1299,2567,1355,109,1919,2337,1448
337,337,149,2182,539,1638,1744,1463,702,821,109
2550,2039,1371,2550,113,388,1908,2387,1495,198,1883
2112,1576,425,2620,2306,2544,2112,1700,831,1615,1188
915,915,1825,96,241,487,690,269,2461,149,1463
1433,313,1635,2524,703,1301,1433,394,2676,225,1693
2725,2725,2478,1526,1199,1631,629,392,2670,1211,1712
1786,1786,1444,2189,1889,1005,864,1109,2147,2077,2067
2337,2337,2567,283,1945,2297,2446,1308,335,1128,1643
2362,2362,106,2625,1200,2357,1055,2134,1886,2574,408
504,504,1468,496,2492,2315,1560,939,1253,780,1305
224,492,1321,2144,1915,2584,373,1896,954,951,1173
1404,163,1010,1321,2411,2493,571,408,1330,2375,1550
623,623,961,1134,1805,1112,1235,2019,2495,65,2084
1393,1393,1618,2084,2333,190,2113,1081,1465,2518,2059
1999,1999,160,315,82,974,2458,125,1605,2204,1516
1361,163,1010,1321,2411,2493,571,408,1330,2375,1550
1422,2397,1422,279,1062,369,2577,428,1868,2005,458
1703,1703,2045,2463,2493,1080,134,1241,1520,1872,920
1336,1336,1081,2279,567,205,635,2082,2285,781,815
1746,1746,2188,788,1640,587,2451,1256,1833,2487,536
779,779,246,430,2364,1352,1810,1924,2124,2116,471
2270,693,2270,198,2262,2560,1141,1927,1495,43,1207
19,19,926,1187,1921,2561,237,2650,1920,317,175
2582,2582,1554,204,1399,2458,2223,1189,1929,307,220
759,759,1967,272,1376,2045,643,1758,1234,1482,189
1902,2083,28,2354,1902,1614,2666,948,265,969,364
110,110,1082,598,358,1544,1731,1858,2419,1597,858
584,1268,1859,2174,1689,1145,962,584,2244,1389,2260
583,1750,257,638,1828,2,47,1233,583,846,2603
569,492,1321,2144,1915,2584,373,1896,954,951,1173
109,1355,1299,109,1196,403,335,2053,645,1756,104
2622,2622,13,620,159,2214,246,54,430,2311,1820
18,2334,18,748,2296,1193,1507,619,1065,1524,2597
2598,1450,2598,1858,430,1980,419,211,2419,1920,2155
2694,2694,888,186,1803,856,2422,2348,1684,2238,1520
198,198,1495,1305,1113,2413,955,195,1375,693,1034
650,650,219,258,2466,899,1148,992,1179,260,901
799,799,1626,266,1806,1547,199,1238,936,1747,1226
1900,474,727,1900,368,1050,2659,1038,1643,2355,1308
1259,2727,2030,1259,1290,1194,1266,456,1565,28,969
2034,163,1010,1321,2411,2493,571,408,1330,2375,1550
1584,757,2256,1583,491,1584,2257,1874,2481,846,257
2150,2150,2549,412,920,1097,2455,2196,1901,1514,1387
1813,1813,1761,2240,658,570,1228,1909,98,656,1530
1583,757,2256,1583,491,1584,2257,1874,2481,846,257
2151,2151,588,1450,1242,2598,1769,2650,107,1210,279
972,58,1963,637,51,1535,1848,972,2367,2112,2394
2028,2028,414,2557,2142,1465,121,1843,810,2363,2307
1998,238,1998,1289,1696,2592,2674,717,581,1903,929
1997,1997,612,1867,1160,1649,791,2089,112,777,247
621,446,621,1877,2713,1881,2662,1711,2117,1566,2608
608,608,1626,226,622,2005,1806,266,467,199,613
1353,1996,1809,213,2721,1353,167,1777,2696,1016,402
409,409,2266,191,698,1392,2470,1439,216,711,1163
1685,492,1321,2144,1915,2584,373,1896,954,951,1173
1240,1240,2018,2268,2040,1649,2730,146,1302,2232,272
188,1042,1208,1633,2274,188,2322,2276,230,2730,1302
787,787,614,548,374,1943,2540,172,1949,2445,1826
1525,1525,947,1311,2292,603,1664,390,2314,739,2693
2455,2455,1951,2621,454,412,1303,2549,1393,595,1582
2241,2241,2441,2085,2516,2395,393,556,1845,59,426
206,1063,206,2367,2095,2394,1491,1202,2404,1129,2137
2521,2521,30,566,2000,614,374,2120,1223,452,2630
287,287,2500,232,1620,173,1852,912,105,2166,541
2522,2522,2569,1539,1496,2644,1503,1556,976,2050,26
453,453,2010,2558,2007,625,207,610,1218,1424,100
2057,2057,251,2054,2121,2445,1697,1318,1161,1337,1493
2058,2058,1026,2372,876,2365,2375,1777,2610,1609,295
2011,163,1010,1321,2411,2493,571,408,1330,2375,1550
545,545,1766,2169,2432,1667,746,2428,713,1177,1383
971,971,2284,1354,2573,2016,956,2341,952,2171,234
667,667,354,940,1594,2484,71,399,1852,1578,1051
804,804,62,1362,1832,2329,498,2416,861,564,1577
1334,1334,1593,971,344,666,2584,1685,2572,2003,473
1908,1908,144,2732,2192,2336,753,2039,2014,765,1371
2295,2295,332,1133,2339,1498,2059,329,1934,1060,1069
2140,2140,2682,2047,2641,2085,398,2070,647,60,1017
2141,2141,1640,788,267,1069,2289,1527,596,1603,464
2142,2142,810,1379,414,1799,1400,622,1132,2557,2559
365,1976,2038,699,679,1873,365,1332,1963,1848,1934
507,1654,507,1923,2131,1991,1789,1876,2181,168,808
970,970,2685,509,1214,2012,1719,1437,120,1770,2580
2418,2418,672,187,2532,1895,1740,2551,2022,174,249
1184,1184,2595,452,2213,2591,2630,783,261,1806,1929
2542,2542,722,1385,239,595,2299,171,880,1409,312
1873,1976,2038,699,679,1873,365,1332,1963,1848,1934
1322,1150,1322,696,1341,2216,1428,2462,43,135,289
1150,1150,1322,696,1341,2216,1428,2462,43,135,289
1588,1588,2259,24,2654,698,1392,683,2660,1276,2224
264,264,1084,424,1939,16,1837,2575,1669,80,327
2713,1877,2713,2608,467,1547,621,446,1806,1382,2290
1201,1201,1439,1104,153,898,35,403,1273,2170,2096
1724,1724,1457,1449,747,635,1765,432,2119,9,1447
1725,1842,2033,1725,65,2495,275,2442,341,297,1533
1723,535,1723,909,1576,2112,2306,1080,1700,2544,2620
2306,1576,425,2620,2306,2544,2112,1700,831,1615,1188
2425,406,2425,994,417,2347,450,1830,1787,2219,558
1045,1045,701,1601,2381,849,167,2460,1996,213,2551
71,71,1710,151,734,208,1888,146,1691,2503,987
